Name,City,Address,Lat,Lng,Code,Unknown 1,Unknown (City) 2,Timing (Mon-to-Sat),Timing (Friday),Status,Break,Unknown 3,Unknown 4,Unknown 5
REHMAT TELECOM,Noushera,takbeer chowk noushera distt khushab,32.572338,72.157993,UFRNSR0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,62,
MALIK TELECOM,Bhera,Circular Road Near Chak Wala Darwaza,32.47978,72.91092,UFRBRA0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,63,
HASHMI TELECOM,Kallur Kot,Wahab Plaza Sargodha Raod,32.15683,71.26902,UFRKRT0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,64,
AL HAMD COMMUNICATION,Piplan,city piplan nazad gala mandi,32.28333,71.36667,UFREKL0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,65,
GLOBAL COMMUNICATION,Joharabad,College Road Near Khushali Bank Jauharabad,32.287015,72.285266,UFRKHB0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,66,
U COMMUNCATION,Rahim Yar Khan,9-Iqbal Complax Rahim Yar Khan,28.422009,70.312205,UFRRYK0001,2,RAHIM YAR KHAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,67,
Hafeez Communication,Rajanpur,Near State Life insurance Dara Machi Wala Rajanpur,29.09983,70.32386,UFRRJN0002,2,RAHIM YAR KHAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,68,
ESSA TELECOM,Sadiq Abad,Allama Iqbal Town opp. TMA Sadiq Abad,28.300394,70.135034,UFRSQD0001,2,RAHIM YAR KHAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,70,
Dareshk Communication,Rajanpur,Near Mazari Market Sadiq Road Rajanpur,29.10454,70.32666,UFRRJN0001,2,RAHIM YAR KHAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,71,
Maz Communication,Liaqatpur,Railway Phatak Road Near Qayoum Petrol Pump Liaquat Pur,28.9334,70.9448,UFRLQP0001,2,RAHIM YAR KHAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,72,
Tabassum Telecom,Sangla Hill,Mughal Chowk Bazar Sheikhan,31.71345,73.3749,UFRSHL0001,2,FAISALABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,77,
Makkah Electronics,Toba Tek Singh,Adjacant Imam Bargh Road,30.97588,72.48222,UFRTTS0001,2,FAISALABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,79,
Air Tel,Khurrianwala,Behind 1122 Office Main Sheikhupura Road Khurrianwala Chowk,31.49724,73.27295,UFRFSD0008,2,FAISALABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,81,
Rasheed Telecom,Lodhran,Multan Road? Opp. Bank Of Punjab Lodhran,29.53333,71.63333,UFRLDN0002,2,MULTAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,82,
Wafa Communication,Kabirwala,Near Dua marriage club jhang road kabirwala,30.40092,71.87301,UFRKNW0002,2,MULTAN,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,83,
SAEED & BROTHERS,Kala Bagh,main bazar kalabagh,32.96377,71.55212,UFRKBG0001,2,SARGODHA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,85,
Khan Communication,PIRMAHAL,Ufone Franchise Madina chowk near Ittehad medical store Pir Mahal,30.766595,72.429823,UFRTTS0002,2,FAISALABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,86,
Munawar Telecom,Shahkot,Ward No 8 College Road Shahkot,31.575297,73.488841,UFRSHK0002,2,FAISALABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,87,
LK Sons Communication,Peshawar,Near Jan Hotal Opp Ghallagodam Kohat Road Peshawr,33.991981,71.560543,UFRPWR0007,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,93,
HASHAAM COMMUNICATION,ATTOCK,UFone Franchise (UFRATK0001) Hashaam Communication opposite MCB Bank shop No 4 civil bazar burq road Attock,33.768336,72.354734,UFRATK0001,5,ISLAMABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,96,
Waqas Communication,Dargai,Ameen Plaza Near HBL bank main bazar Dargae,34.504018,71.89643,UFRDRG0001,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,97,
ABSAAR COMMUNICATION,Timergara,Ziab City Centre Block B Timergara,34.494523,71.50255,UFRTMG0001,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,98,
BB ENTERPRIZES,KALAR SYEDAN,Ufone franchise main GT road Rawat,33.495369,73.19631511,UFRKSD0001,5,ISLAMABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,100,
MALAKAND COMMUNICATION,Batkhela,NEAR NADRA OFFICE MAIN BAZAR BATKHELA,34.61,71.96,UFRBKH0001,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,102,
JADOON COMMUNICATION,Peshawar,4-5 sidiqui mension near amin hotel hashtnagri peshawar city,34.015489,71.5823634,UFRPWR0004,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,105,
SHAH NETWORK TRADES,Nowshera,SHOP 12 NOWSHERA CANTT,34.00566,71.99124,UFRNSH0001,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,107,
SHAMOZAI COMMUNICATION,Charsada,Zafar Plaza Mardan road,34.9111,71.4454,UFRCDA0002,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,108,
Friends Telecom,Bunair,MOHALLA DERA HUJRA P-O DAGGAR SHAL BANDI TEHSIL GAGAR BUNAIR,34.4996,72.4597,UFRBUN0004,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,109,
KAKA KHEL TELECOM,Mardan,SHOP-25 THE MALL CANT PLAZA MARDAN,34.197921,72.03963,UFRMAR0001,5,PESHAWAR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,110,
ZAM ZAM COMMUNICATION,Sarei Norang,MAIN GT ROAD SRAI NAURANG,32.819067,70.782645,UFRSNG0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,112,
shahid zaman & co,Kohat,alfalah plaza bannu road kohat,33.579235,71.443935,UFRKHT0002,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,113,
khatak communication,Karak,Ghulam Market Karak,33.116537,71.096561,UFRKRK0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,114,
B & J communication,Kohat,Shop No 9-10 Cantt market hangu road,33.590153,71.439135,UFRKHT0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,115,
Muhammad Communication,Bannu,SHOP No 16-17-18 JAMAN ROAD BANNU CIT,32.987875,70.602178,UFRBNU0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,116,
Ishfaq Communication,Bannu,Ufone Franchise Nazim Bazar Kurrum Pul,32.98541,70.6027,UFRBNU0002,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,117,
Murshed Communication,D.I. Khan,OPP HAQ NAWAZ PARK CIRCULAR ROAD DIKHAN,31.825271,70.911271,UFRDIK0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,118,
FSS COMMUNICATION,D.I. Khan,Near GF Durrani ClinicÂ CIRCULAR ROAD DIKHAN,31.820941,70.899621,UFRDIK0002,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,119,
FRIENDS COMMUNICATION,Mansehra,Near Laddi Adda Shah ra -e- resham MansehraÂ 03335562333,34.331259,73.1980009,UFRMNH0002,5,ABBOTTABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,121,
Awan Communication,Ugi,opposite larri adda ugiÂ 0333-5022666,34.496651,73.0238211,UFRUGI0001,5,ABBOTTABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,122,
,Islamabad,OFFICE NO 1 Orakzai Palza Lehtrar Road Khanna Pull Islamabad,33.629822,73.119168,UFRISB0010,5,ISLAMABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,125,
Sangum Communication,Bagh,Sangam CommunicationsMain Dhulli RoadNear Choki AddaBagh AJK,33.97324,73.79191,UFRBGH0002,5,AJK,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,126,
G&F Enterprises,Thall,Gt raod thall Malak asif Noor sarai Tehsill thall Distt hangu,33.369341,70.544342,UFRTHL0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,129,
Samir Communication,Parachinar,Zawar Market nasir plaza chowk Zarbandi Parachinar,33.901123,70.086044,UFRPRC0001,5,PESHAWAR - KOHAT,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,130,
NORTHERN ENTERPRISES,Skardu,Alamdar chowk SkarduÂ Â 0333-5586465,35.289541,75.6348809,UFRSDU0001,5,ABBOTTABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,131,
MILLAT COMM,Gilgit,Shop No A 4 Al-Abbas commercial center Khomer Chowk Gilgit,35.881911,74.4642861,UFRGLT0001,5,ABBOTTABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,132,
SUPER SHAHEEN SERVICES,Umerkot,OPPOSITE SHELL PETROL PUMP ALLAH WALA CHOWK UMERKOT,25.365819,69.7353758,UFRUKT0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,134,
FA COMMUNICATION,Digri,MAIN STATION ROAD NEAR ALLAH WALA CHOWK DIGRI,25.15556,69.11139,UFRDGI0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,135,
M.SALEEM COMMUNICATION,Kunri,FOTA ROAD KUNRI,25.17725,69.56485,UFRKNR0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,136,
SATYANI ELECTRONICS,Mithi,OPPOSITE MITHI PRESS CLUB MITHI,24.73435,69.797316,UFRMTH0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,137,
BEST BARGAIN,Karachi,SHOP NO 8 KUTYANA CENTRE PLOT NO JM 371 GURU MANDIR,24.879941,67.040099,UFRKHI0006,4,KARACHI,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,139,
S. K. INTERNATIONAL,Karachi,UFONE FRANCHISE SHOP No 5 SELANI CENTER PLOT NO. 442 K.C.H.S. BLOCK 7-8 KARACHI,24.883816,67.08210915,UFRKHI0020,4,KARACHI,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,141,
SHALIMAR COMMUNICATION,Karachi,PLOT No 5-3C AREA NEAR:POST OFFICEDAAKHANA LIAQATABAD KARACHI,24.899598,67.0441378,UFRKHI0028,4,KARACHI,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,142,
IMTIAZ COMMUNICATION,Nawabshah,SHOP No 5-A POLICE LINE SHOPPING CENTER BUSHERI ROAD NAWABSHAH,26.250134,68.406084,UFRNAH0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,145,
SUPER WORLD COMMUNICATION,Nawabshah,SHOP No 648 CHAKRA BAZAAR NEAR MCB. NAWABSHAH,26.244365,68.4097101,UFRNAH0002,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,146,
MF MADINA COMMUNICATION,Shahdadpur,STATION ROAD SHAHDADPUR,25.92513,68.6219962,UFRSDP0001,4,HYDERABAD,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,149,
KHAWAJA COMMUNICATION,Loralai,UFONE FRANCHISE TEHSIL ROADÂ LORALAI,30.3696,68.5979,UFRLOR0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,154,
NEHAL TRADERS,Khuzdar,UFONE FRANCHISE MIR CHAKKER KHAN ROADÂ KHUZDAR,27.8067,66.6091,UFRKZR0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,156,
KECH COMMUNICATION,Turbat,UFONE FRANCHISE NEAR ABL BANK MAIN ROAD TURBAT KECH,26.005512,63.0587628,UFRTBT0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,157,
BILAL COMMUNICATION,Pishin,UFONE FRANCHISE GOSHT MARKET BAND ROAD PISHIN,30.58589,67.00392,UFRPSN0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,158,
BEHROOZ COMMUNICATION,Kalat,UFONE FRANCHISE HOSPITAL ROAD KALAT NEAR CIVIL HOSPITAL KALAT,29.02156,66.59103,UFRKLT0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,159,
UROOJ COMMUNICATION,Sibi,UFONE FRANCHISE NEXT TO KHUSHALI BANK IQBAL ROAD SIBI,29.55321,67.88082,UFRSBI0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,160,
SAJID & CHAKAR COMMUNICATION,Panjgoor,HBL BANK ROAD CHITKAN BAZAR PANJGOOR,26.972257,64.090159,UFRPJR0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,161,
NOOR COMMUNICATION,Dalbandin,UFONE FRANCHISE MAIN RCD HIGHWAY ( LONDON ROAD ) DALBANDIN,28.88333,64.41667,UFRDBN0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,164,
NASEER AHMED BACHA KHAN,Chaman,UFONE FRANCHISE COLLEGE ROADÂ CHAMAN,30.925305,66.446531,UFRCHM0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,165,
MIN COMMUNICATION,Kharan,UFONE FRANCHISE QUETTA ROAD KHARAN,28.58333,65.41667,UFRKRN0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,166,
ZAKRIA ENTERPRISES,Qila Saifullah,Zhob Road Popposite DC Office Jeddah Market Qillah Saif Ullah,30.7033,68.3697,UFRKSF0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,167,
AL-YOUSAF COMMUNICATION,Zhob,UFONE FRANCHISE KHAWAJA KHAIL ROAD NEAR JAMA MASJID OPP AIOU ZHOB,31.344846,69.471594,UFRZHB0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,168,
SAHIL COMMUNICATION,Gawader,NEAR NATIONAL BANK AIRPORT ROAD GAWADER,25.21963,62.33533,UFRGWD0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,169,
SHAHSHAN COMMUNICATION,Mastung,UFONE FRANCHISE MASJID ROAD MASTUNG,29.798965,66.846666,UFRMTG0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,170,
NOSHKAL COMMUNICATION,Noshki,UFONE FRANCHISE AL JAHANGIR MARKET JINNAH ROAD NOSHKI,29.551375,66.010668,UFRNSK0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,171,
PALACE TELECOM,Jacobabad,QUAID E AZAM ROAD NEAR DOLPHIN BAKERY JACOBABAD,28.2827,68.4334,UFRJCB0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,173,
PEARL COMMUNICATION,Larkana,SHOP No 01 OPPOSITE AL HASEEB HOTEL MAIN PAKISTAN CHOWK LARKANA,27.5529,68.21535,UFRLRK0002,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,175,
CITY MOBILE COMMUNICATION,Shahdad Kot,SHOP No 02 NEAR JS BANK STATION ROAD SHAHDADKOT,27.848312,67.9106318,UFRSHT0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,176,
Abdul Shakoor Arain,Sukkur,Shop C-79 Opposite Dharmsala Near Clock Tower Station Road Sukkur,27.694853,68.862309,UFRSUK0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,177,
ZAHID COMMUNICATION,Dera Murad Jamali,NEAR SHAH PSO PETROL PUMP DERA MURAD JAMALI,28.5436,68.22224,UFRDMJ0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,179,
MAZARI COMMUNICATION,Kashmore,MAIN INDUS HIGHWAY OPPOSITE SHELL PETROL PUMP KASHMORE,28.442517,69.5973367,UFRKSE0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,181,
RAJA COMMUNICATION,Usta Muhammad,SHOP No 04 NEAR UBL BANK CHOWK M.A JINNAH ROAD USTA MOHAMMAD,28.178936,68.0453267,UFRUMD0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,182,
BUGTI COMMUNICATION,SUI,NEAR BUGTI PETROLIUM SERVICES MUHAMMAD COLONY SUI,28.639905,69.19108,UFRPNL0001,4,SUKKUR,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,184,
MOBILE WORLD,Karachi,SHOP No 1 & 2 JAWAID ARCADE BLOCK-17 NEAR JOHAR CHOWRANGI GULISTAN-E-JOHAR KARACHI,24.9115,67.1244,UFRKHI0004,4,KARACHI,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,185,
WAQAS TRADERS,Karachi,SHOP No 8 SHAH FAISAL PLAZA BLOCK B NORTH NAZIMABAD OPPOSITE DILPASANDÂ SWEETS MATRIC BOARD OFFICE KARACHI,24.92575,67.03356,UFRKHI0014,4,KARACHI,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,186,
ISMAIL DURRANI ENTERPRISES,CHAGHI,ABDUL GHAYAS DURRANI,28.9804,62.4504,UFRCGI0001,4,QUETTA,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,190,
Pakistan Group,Sahiwal,164 A Hali Road High Street Sahiwal,30.66817,73.10746,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,193,
U Telecom,Hawaili Lakha,Near ABL Pakpattan Road Hawaili Lakha,30.4487,73.69275,UFRSAH0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,195,
Zaman Communication,Arifwala,Muhammadi Chowk Rahim Plaza Arifwala,30.29785,73.05823,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,196,
Friends Telecom,Burewala,Link Joyia Road Burewala,30.15913,72.68418,UFRHLK0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,197,
Javaid A. Burki,Sheikhupura,Near Israr Colony Main Lahore Sargodha Road Sheikhpura,31.711077,73.990698,UFRAWA0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,200,
Aurangzeb Wahlah,Lahore,N 127 R 5-3-B-111 Near Social Security Hospital G-T Road Shahdara,31.616109,74.290351,UFRBWA0002,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,202,
Riz Tel,Lahore,Shop 54-A Ravi Road Near Total Petrol Pump Sharoze Hotel Lahore,31.59428,74.30263,UFRSHE0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,211,
Tanveer Aslam,Lahore,UGS 85 Opposite Adil Hospital Rafi Plaza Main Boulevard Dhal Lahore,31.491461,74.377395,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,212,
Technology Bux,Lahore,Plot 587 Near Mob Saddar Lahore Cantt,31.549915,74.37782,UFRLHE0019,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,213,
Mohsin Aslam,Lahore,Ufone Franchise Shop G-12 Rehman Towers Near Jalal Sons Main Market Gulberg-II Lahore,31.523602,74.346167,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,217,
Pakeeza Communication,Lahore,Office 19 Ali Town Raiwind Road Thokar Niaz Baig Lahore,31.46363,74.24432,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,219,
Rao Telecom,Raiwind,292 Railway Road Raiwind,31.248971,74.219119,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,220,
Babar Communications,Bhai Pheru,Multan Road Opposite Police Station Phool Nagar Bhai Pheru,31.20601,73.93784,UFRLHE0002,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,221,
Fast Communication,Patoki,Allama Iqbal Road Near Baldia Office Pattoki,31.02195,73.85198,UFRCHU0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,222,
Mian Ehsan Mobile Centre,Lalamusa,Chandni Chowk Mall Road Lalamusa,32.69926,73.95521,UFRBPR0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,223,
Star Mobile,Dinga,Fawara Chowk Dinga,32.645074,73.727411,UFRPTI0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,224,
Maira Communication,Jalal Pur Jattan,"UFONE FRANCHISE, CIRCULAR ROAD, BEFORE CHANDNI CHOWK, JALAL PUR JATTAN",32.638938,74.19753,UFRLAL0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,225,
KK Traders,Mandi Bahauddin,Main lari adda M.B Din,32.35042,73.29032,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,226,
Asif Telecom,Gujrat,Khawajgaan Chowk Gujrat,32.57651,74.07909,UFRGRT0006,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,227,
A & J Communication,Sialkot,Muhallah Taj Pura Near Bakemaster Dara Arian Sialkot,32.494559,74.531271,UFRMBD0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,228,
S I Communication Enterprises,Sambrial,Wazirabad Road Near Mandi Sambrial,32.47827,74.34936,UFRGRT0003,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,229,
Hassan Noroz & Co,Pasroor,Capt Naseem Hayat Shaheed Road Near Nadra Office Pasroor,32.26176,74.65667,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,231,
AHJ ENTERPRISES,Gujranwala,SUI Gas Chowk Opposite UBL Bank DC Road Gujranwala,32.185303,74.187345,UFRSBR0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,232,
Mehreen Telecom,Narowal,Chowk Zafarwal Bypass Near Bus Stand Narowal,32.109194,74.872471,UFRPSR0001,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,236,
Saeed & Brothers,Kala Bagh,Opposite Bor Bangla Bor Bangla Road Kala Bagh,32.95921,71.5453,,5,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,239,
Rehmat Telecom,Nowshera,Takbeer Chowk District Khushab Noshera,32.572338,72.157993,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,241,
Malik Telecom,Bhera,Malik Telecom Circular Road Chak Wala Darwaza Near MCB Bhera,32.479818,72.911963,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,244,
Global Communication,Jauharabad,College Road Near Khushali Bank Jauharabad,32.287015,72.285266,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,245,
Al Hamd Communication,Piplan,Al Hamd Communication Near Ghala Mandi City Piplan,32.288227,71.369476,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,246,
Hashmi Telecom,Darya Khan,Main?Bazar Main?Hashmi?Chowk Darya Khan,31.788113,71.10762,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,247,
Ameena Telecomm,Pindi Bhattian,Main Hafizabad Road Pindi Bhatian,31.903745,73.271311,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,248,
Tabassum Telecom,Sangla Hill,House 1749 - Shops On Lower Portion - Near Masjid Tallabwali ?Main Circular Road Tehsil Sangla Hill ?District Nankana Sahab,31.71345,73.3749,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,249,
Awan Mobiles,Bhakkar,Near Furniture Market Jhang Road Bhakkar,31.625923,71.066628,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,250,
Ashraf Communication,Karor Lal Esan,Chundi Morr Railway Road Opposite Bop Karor Lal Eisan,31.220667,70.953675,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,252,
Makkah Electronics,Toba Tek Singh,"Allama Iqbal Road, Jhoolay Wala Chowk, Toba Tek Singh",30.97081,72.4774,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,253,
2 Star Communication,Rajhana,Main Toba Road Near UBL Bank Rajana,30.854926,72.547973,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,260,
Al Raza Telecomm,Shor Kot,Main Jhang Multan Road Sabir Chowk Near Yamaha Showroom Shorkot City,30.83387,72.07841,UFRTTS0001,0,Faisalabad,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,263,
Mashallah Linkers,Ahmed pur Sial,Opposite Taxi Stand Ahamd Pur Sial,30.683861,71.761294,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,264,
Usman Communication,Kot Addu,G-T Road Opposite Ubl Kot Addu,30.470827,70.965234,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,266,
Bilaj Telecom,Khurrianwala,"Sheikhupura Road, Near BOP, Khurrianwala, Faisalabad",31.4975,73.2742,,0,,9:00 AM to 7:00 PM,9:00 AM to 7:00 PM,CLOSED,,1,267,
