Name,City,Address,Lat,Lng
Wisal Mobile Zone,Charsadda,Peshawar Road Main Bazar Choti Pull Charsadda,,
Noor Easy Shop,Peshawar,stadium chowk peshawar saddar,,
Gul Topshop,Saddar,"1, Babu Mohalla Shafi Market Peshawar Cantt, Peshawar, N/A Peshawar, Peshawar",,
HILAL PCO,Peshawar,"PALOSI ROAD, TEHKAL, PESHAWAR",,
SHER PAO G/S,Pajjagi,OPP TABLEGI MARKAZ PAJJAGI ROAD PESHAWAR,,
shitab karyana store,Topi,"na, MAIN BAZAR YOUSFAI, Swabi, na Swabi, Peshawar",,
United Mobile,Nowshera,"1, GT Road Nowshera Cantt, Peshawar, N/A Peshawar, Peshawar",,
IQBAL PCO,Nowshera,"NOWSHERA BUSS ADDA, Peshawar, N/A Peshawar, Peshawar",,
MURAD GARMENTS,Nowshera,"1, MAIN BAZAR NOWSHERA CANTT, Peshawar, N/A Peshawar, Peshawar",,
NEELAB PCO,Nowshera,"1, KHATTAK BUILDING HOSPITAL ROAD, Peshawar, N/A Peshawar, Peshawar",,
Sudais Mobile Zone,Badrashi,"Badrashe, Peshawar, N/A Peshawar, Peshawar",,
GUL WALI GENERAL STORE,Khat Kaly,"KHAT KALE, Peshawar, N/A Peshawar, Peshawar",,
kamran Mobile,Pir Sabaq,"1, Mohallah khawas khan pir sabaq nowshera, Peshawar, N/A Peshawar, Peshawar",,
KHATTAK GENERAL STORE,Kohat,OPPOSITE GATE NO 2 KDA PESHAWAR ROAD,,
Dil Communication,Peshawar,Quaid Abad No 2 Peshawar,,
Arsalan Mobile,Peshawar,Kabari Bazar Qissa Khawan Peshawar,,
Zalan C/S,Peshawar,Rose Hoatal Shoba Chowk Peshawar,,
Shahab Traders,Khyber Bazar,Qissa Khawani Peshawar,,
Aftab Milk Shop,Peshawar,Sheikh Abad Peshawar,,
Azan Mobile,Peshawar,RA Bazar peshawar saddar peshawar,,
AZIZ COSTUMER SERVICES,Peshawar,SORIZAI PAYAN PESHAWAR,,
Joji P.C.O,Peshawar,Notiya road oppt Talab road peshawar saddar,,
JAAN MOBILE CENTER,Saddar,"Stadium Chowk Peshawar Cantt, Peshawar, N/A Peshawar, Peshawar",,
RIZWAN MOBILE & COMMUNICATION,Peshawar,QAYYUM STADIUM CHOWK PESHAWAR SADDAR,,
Sadiq Pco,Peshawar,Near Sarhad University Ring Road Peshawar,,
WAQAR PCO,Babu Gari,BABU GARHI WARSAK ROAD PESHAWAR,,
Nusrat Moblie Zone,Peshawar,Ashrafya Road latifabad Peshawar,,
Majid C.S,Hashtnagri,Near Amin Hotel GT road peshawar.,,
Dir C/S,Charsadda Road,Bashir Abad Chowk Pajagi Road Peshawar,,
Khalid PCO,Charsadda Road,Shakarpura Charsada Road Peshawar,,
SARKANI TELECOMM,Charsadda Road,BACHA KHAN CHOWK CHARSADDA ROAD PESHAWAR,,
Gul Afzal PCO,Peshawar,Wahid Gardi Muslim abad Tehsil & Dist. Peshawar,,
Aslam C/S,Jhanger Abad,"New Jehangir Abad Peshawar, Peshawar, N/A Peshawar, Peshawar",,
Arshid Ali,Koky Khel,"Koky Khel Tapa Shrkhan Khel Jamrud Khyber Agency, Peshawar, N/A Peshawar, Peshawar",,
University Pco,University Town,"Gharib Abad University Road Peshawar, Peshawar, N/A Peshawar, Peshawar",,
United Mobile,Peshawar,Chowk Shadi Peer Kareem Pura Peshawar,,
Afridi customer service,Peshawar,Dora road mohlla afridi abad peshawar,,
ABID KHAN PCO,Ormar,"ormar payan distt and tehsil peshawar, Peshawar, N/A Peshawar, Peshawar",,
Airtel Mobile,Hashtnagri,"Near Amin Hotel GT road peshawar., Peshawar, N/A Peshawar, Peshawar",,
Usman C/S,Peshawar,Zaryab Colony Faqeer# 2 Peshawar,,
Hamza Mobil Zone,Kher Abad,"Kherabad Main Chowk, Peshawar, N/A Peshawar, Peshawar",,
KHAN MOBILE,Kher Abad,"KHERABAD, Peshawar, N/A Peshawar, Peshawar",,
Azan Mobile,Taru,"taru stop distt and tehsil nowhsera, Peshawar, N/A Peshawar, Peshawar",,
sharif mobile,Lahore,shop 25 eden villas multan road,,
SHAKEEL DRINK CORNER,Multan,CHAH BOHAR WALA SHER SHAH ROAD NEAR AZIZ HOTLE CHOWK MULTAN,,
MashahAllah Al Noman Com,Karachi,Near Multani Hotel; Madina toqn Quaidabad,,
Awan Pco,Phool Nagar,Opp Shell Petrol Pump Multan Road Phool Nagra,,
isar mobile,Phool Nagar,Bahir wala Adda multan Road phool nagar,,
Al Makka Pco,Chunian,Multan Road Chunian,,
Mitho Kiryana Store,Phool Nagar,"Chah Faqeran Near H/S #2 Phool Nagar, Bhaipheru, N/A Lahore, Lahore Multan road",,
Shafaqat Mobile,Phool Nagar,"Opp Rana Manzil Near Bhatti Electronics Phool Nagar, Bhaipheru, N/A Lahore, Lahore Multan road",,
Zeeshan PCO,Mianwali,"na, Main Bazar Chakrala Tehsil & District Mianwali, Mianwali, na Mianwali, Multan",,
Yaseen Mobile,Mianwali,"na, Sargodha Road Mianwali Tehsil & District Mianwali, Mianwali, na Mianwali, Multan",,
USMAN MOBILE & SPORTS CENTRE,Multan,BASTI MALOOK CHOWK NEAR AL REHMAN PLAZA MULTAN ROAD,,
Malik Corporation,Shujjabad,"Multani Gate shujjabad, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
Hameed G/S,Shor Kot,Basti Hyder Abad;Multan Road;Shorkot,,
Friends Mobile,Lahore,millat road arif chowk multan road lahore,,
New shari rabbani mobile,Lahore,Sundar adda multan road,,
ALI HAMZA PCO,Phool Nagar,ADDA NOTHEY KHALSA MULTAN ROAD PHOOL NAGAR,,
Haseeb Mobile,Lahore,Shop No9 trade centre 180 Multan road Lahore,,
Bilawal Mobile,Lahore,"NA, Mansoora Main Bazar Multan Road Lahore, Lahore, NA Lahore, Lahore G.P.O.",,
Shahbaz Cosmetics,Lahore,Main Said Pur Bazazar Near Shah Fareed Chowk Multan Road,,
Zahid Mobile,Phool Nagar,Adda Srian Multan Road Phool Nagar,,
TARIQ MOBILE,Lahore,GOSHAT MARKET MAIN STOP HANJERWAL MULTAN ROAD,,
R.S MOBILE,Lahore,MANDI STOP MULTAN ROAD,,
Shah G Mobile,Phool Nagar,Oppsit Shell Petrol Pump Multan Road Phool Nagar,,
POWER MOBILE,Phool Nagar,"SARFRAZ ADA MAIN MULTAN ROAD, Bhaipheru, N/A Lahore, Lahore Multan road",,
ZOHAIB PCO,Phool Nagar,Mohallah Multan Road bil muqabil dars shair Bhadar Phool Nag,,
LAHORE SUPER STORE,Burewala,MULTAN ROAD BUREWALA,,
Mobile Jankshion,Multan,Ashiq Market Qasim Bela Multan,,
Khurram Mobile,Multan,Saddar Bazar Multan Cantt.,,
CARE GENERAL STORE,Multan,THANA CHOWK NEW MULTAN,,
MSM MOBILE,Multan,ANSAR COLONY FARIDIA MASJID MULTAN,,
Kamran G/S,Multan,Agha Pura Multan,,
Zain Mobile Shop,Kot Addu,Multan Road Chowk Server Shaheed,,
TARIQ PCO,Burewala,CHONGI NO 5 MULTAN ROAD BUREWALA,,
Rahmat Book Depot ix,Vehari,"URDU BAZAR, Multan, N/A Multan, Multan",,
Lovely PCO,Abdul Hakeem,"T Chowk,Multan Road,Abdul Hakim",,
Shaid Keryana Store,Khanewal,Ghosia Chowk Multan Road,,
SAQIB KRYANA STORE,Multan,ADDA NAWAB PUR MULTAN,,
MOBILE CRAZE,Multan,ADDA SADIQA ABAD BOSON ROAD MULTAN,,
AL NAJAF PCO,Multan,PUKI PULL BOSSON ROAD MULTAN,,
ALLAH DAVAIA KIRYANA,Multan,SADDAR BAZAR MULTAN CANTT,,
Huzaifa Mobile,Multan,30 futti road Multan,,
BALOCH M/S,Multan,mill phattak; Multan,,
Al Noor Mobile Shop,Multan,Loha Market Pul Sheedi Lal Multan,,
Asghar traders,Multan,Railway road khwaja colony Multan,,
ANAS MOBILE SHOP,Sadiq Abad,"CAFÉ SAJAWAL PUL, SADIQ ABAD, Multan, N/A Multan, Multan",,
KABIR PCO,Kabirwala,"OLD BUSS STAND KABIRWALA, Multan, N/A Multan, Multan",,
SHEIKH PCO,Kukkar Hattah,"MAIN BAZAR KUKKAR HATTAH, Multan, N/A Multan, Multan",,
ALI PCO,Burewala,"CHACK NO 423 E.B BUEREWALA, Burewala, N/A Multan, Multan",,
Shalimar M/zone,Mingora,"NA, Green chowk, Mongora, NA Swat, Saidu Sharif",,
Khyber Mobile Center,Khwazakhela,"NA, Besham Chowk Khwazakhela, Mongora, NA Swat, Saidu Sharif",,
Usman General Store,Mingora,Shagai Saidu Sharif Mingora,,
Chand Mobile,Mingora,Saidu Sharif Bazar Mingora Swat,,
Fazal maula general store,Mingora,"Shahin abad, Shahin abad, Swat, NA Swat, Saidu Sharif",,
Jattoi Communication,Hyderabad,Agriculture Complex hyderabad,,
Hashmi Electric,Hyderabad,Near Indus incline Site area Hyderabad,,
NAJAF COMMUNICATION,Hyderabad,SHOP#501 UNIT 08 LATIFABAD HYDERABAD,,
SAGAR MOBILE SHOP,Sanghar,hyderabad rood sanghar,,
Ali Asghar Mobile Shop,Tando Adam Khan,Near Toor Colony Hyderabad Road Tando Adam District Sanghar,,
Darbar Communication,Qasimabad,"1, Happy Home Qasimabad, Hyderabad, NA Hyderabad, Hyderabad G.P.O.",,
subhan Allah Com,Nindo,"Nindo City Khoski Road, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Zohaib Cm,Golarchi,"Main Market Golarchi, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Asif Mz,Golarchi,"Golarchi Main City, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Al Ghous Easyload,Chamber,"1, Goth khan Mohammad Chamber District Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Asghar G/S,Sultan Abad,"khuwaja Goth Mission Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
anil comm.,Umar Kot,"bus stop umerkot, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
ALI MOBILE SHOP,Lutko Mori,"TANDO MITHA KHAN ROAD LUTKO, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Hukum Communication,Hyderabad,Near Dawlance Factory Hali Road Hyderabad,,
Raza Mobile Shop,Hyderabad,"Ayub Colony Unit no 11 Latifabad, Hyderabad",,
Bacha khan communication,Hyderabad,Hazara Colony American quarter Hyderabad,,
MEHRAN COMMUNICATION,Hirabad,"1, HIRABAD, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Hussaini communication,Hyderabad,agriculture complex hyderabad sindh,,
COMMUNICATION,Hyderabad,SHOP#2 NEAR BONE CARE HOSPITAL HIRABAD HYDERABAD,,
SAEED AND SAJJID COMMUNICATION,Hirabad,"1, GAREEBABAD CHOWK, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Bhatti mz,Khoski,"badin raod khski, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Mohmmoad Shafiq Gs And Mz,Shadi Larj,"Main Badin Road Shadi Larj, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Pirzada Comm,Nawab Shah,"1, Sakramd Road Nawab Shah, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Qureshi Mobile Zone,Tando Muhammad Khan,"Murtaza Chock, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Jahangir Mobile Zone,Tando Muhammad Khan,"Lakhat Stop, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Shah Gohar Ganj B/Store & Comm,Tando Muhammad Khan,"Main Shahi Bazar Near Sheikh Fareed Chowke Thatta, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Shoaib Memon,Tando Muhammad Khan,"Goth Bukera Sharif Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
MUSKAAN COMM,Mirpur Khas,"MEERVAH, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Rahi Madical Store,Tando Allahyar,"Muhala Zaman shah Tando Adam Naka Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Qureshi Communication,Mirpur Khas,"1, Behar Colony Kotri, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Inaam Photo Shop,Tando Allahyar,"Rehmat Shah Chowk Sanghar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Al Mustique Communication,Gazi Kalro Goth,"Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Adnan Communication,Kotri,"NA, main qasimabad road, Hyderabad, NA Hyderabad, Hyderabad G.P.O.",,
Rawal Mobile Zone,Nawab Shah,"Maryam Road, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Nizamani Communication,Tando Qaseer,"Tando Qaisar Tando Jam, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Kumar Genral Store,Patoyun,"MAIN BAZAR PATOYUN, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
FARHAN COMMUNICATION,Tando Allahyar,"NA, MAIN STOP BUKHERA TANDOALLAHYAR, Tando Allahyar, NA Tando Allahyar, Hyderabad G.P.O.",,
Mehob Pan Shop,Tando Muhammad Khan,"Lakhat Stop, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Ideal Communication,Tando Allahyar,"na, Shop No 4 Mehran Centre Qasimabad, Hyderabad, na Hyderabad, Hyderabad G.P.O.",,
Shabaz Communication,Tando Muhammad Khan,"main bazar Shadi Pali, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Seven Star,Tando Allahyar,"Bukera Road Tando Allahyar, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Atta Comunication,Latifabad,"SHAH LATIF COLONY ZEEL PAK HYDERABAD, Abbottabad, N/A Abbottabad, Abbottabad",,
City communication,Tando Allahyar,"STATION ROAD Kotghulam mohd, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
BANK OF COMMUNICATION,Hyderabad,UNIT#07 MAIN ROAD LATIFABAD NEAR ASKARI BANK HYDERABAD,,
Al Faizan Communication,Hyderabad,"Main hali road Latifabad, Hyderabad",,
Atta-E-Zahra Communication,Badin,"bilawal parak badin, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Noor communication,Hirabad,"liaqat colony habib centre, liaqat colony habib centre, Hyderabad, N A Hyderabad, Hyderabad G.P.O.",,
Bawa Comm,Hyderabad,"Shop no 10 Al rayan Arcade Unit no 11 Latifabad, Hyderabad",,
Bismillah communication,Kotri,"na, Tando Alam Mari, Hyderabad, na Hyderabad, Hyderabad G.P.O.",,
Shani Pco,Hyderabad,Kacha Qila Market Hyderabad,,
City Super Stor e,Mehar,ISLAMABAD MUHALLA MEHAR DISST # DADU,,
Sajid K/S,Khaur,"1, Main Village Ahmdal, Fateh Jang, N/A Islamabad, Fateh Jang",,
SARDAR PCO,Islamabad,"1, OPP ZONG FRANCHISE KHABI PLAZA Bhara Kahu ISB, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
Sajid K/S,Fatehjang,"1, Haider Chowk 7waan Mile, Fateh Jang, N/A Islamabad, Fateh Jang",,
RJ Computer,Islamabad,RTA plaza Shop 3 G-15 Markaz Islamabad,,
Khan G/ST,Islamabad,Bokra Muhallah GT road Ityhad Plaza Islamabad,,
Arif Karyana Store,Fatehjang,"1, Village Thatti Gujran, Fateh Jang, N/A Islamabad, Fateh Jang",,
Mohsin PCO,Islamabad,Opp Chattar Park GT Road Islamabad,,
Irfan Mobile,Bhara Kahu,Opp Ali Books Simly Dam Road Bhara Kahu Islamabad,,
Shamraiz Mobile,Bhara Kahu,Opp Union Concil Simly Dam Road Bhara Kahu Islamabad,,
Kethwal Interprises,Islamabad,Shop No 347 I-11/4 Sabzi Mandi Islamabad,,
ZIA Mobile Shop,Islamabad,Shop No 01 Ramzan plaza Main murree Road Bharakhu Islamabad,,
Al kashif Mobile,Islamabad,"na, Main village kuri Shair Islamabad, Islamabad, na Islamabad, Islamabad G.P.O.",,
Fareed Easy Load,Islamabad,F7 markaz jinah super islamabad,,
ABBASI MOBILE,Islamabad,"1, MAIN CHATTAH BAKHTAWAR ISLAMABAD, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
Sohrab Mobile,Islamabad,"1, Main Market Near Jamia Masjid; Rawal Town Islamabad, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
S S COLD DRINKS,Islamabad,"NA, NEAR MEEZAN BANK, Islamabad, NA Islamabad, Islamabad G.P.O.",,
Subhan Mobile,Islamabad,Tarnol Chock Islamabad,,
Sun Rise PCO,Islamabad,Alnoor Jamia Masjid Rawal Town Islamabad,,
SHAFI MOBILES,Islamabad,"NA, MUGHAL MARKET MAIN TARNOL, Islamabad, NA Islamabad, Islamabad G.P.O.",,
MODREN REFREGARATION,Islamabad,"NA, MAIN SAMLY DAM ROAD PIND BEGWAL ISLAMABAD, Islamabad, NA Islamabad, Islamabad G.P.O.",,
Haji K/S,Fatehjang,"1, Main Village Kock, Fateh Jang, N/A Islamabad, Fateh Jang",,
Eman Niyazi,Islamabad,26 # chongi GT Road main Bus Stop Islamabad,,
Besharat Mobile,Islamabad,Main Bank Stop Ali Pur Islamabad,,
ALI MOBILE,Islamabad,SHOP # 1 SITARA MARKET G-7 MARKAZ ISLAMABAD,,
Mangrial G/S,Islamabad,"1, Main Street Kuri Sher, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
saif cold corner,Wazirabad,Moh Islamabad saorki tehsil wazirabad,,
S M Communication,Hyderabad,Near Islamabad Chowk Tando Yousuf Road,,
Nabeel Traders,Fatehjang,"1, Khaur Road Fateh Jang, Fateh Jang, N/A Islamabad, Fateh Jang",,
Hi Tech Mobiles,Fatehjang,"1, Main Chowk Fatehjang, Fateh Jang, N/A Islamabad, Fateh Jang",,
Grace Mobile,Islamabad,"E-11/3 Markaz, Islamabad",,
BABU GEE PCO,Islamabad,"I11/4, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
Ali Imran Mobile,Islamabad,Shop No 8 Jawa Plaza Jawa Chock I-9 Markaz Islamabad,,
RASHID ELECTRONICS,Islamabad,"1, SHOP # 1, PLOT 14 B I9 MARKAZ ISB, Islamabad, na Islamabad, Islamabad G.P.O.",,
DIGITAL MOBILE,Islamabad,SHOP # 6 ALLAH WALA PLAZA G-9 MARKAZ ISLAMABAD,,
AL SYED COMMUNICATION,Islamabad,"SHOP # 10, Islamabad, N/A Islamabad, Islamabad G.P.O.",,
WALEED P C O,Islamabad,Firdous Market F-6/4 Islamabad,,
Faisal Pan Shop,Islamabad,Faroqia Market F6/1 islamabad,,
World star,Islamabad,"Shop # 10D, F-6 markaz, Islamabad",,
CARE COMMUNICATION,Islamabad,Super Market F-6 Markaz Islamabad,,
Nice time,Islamabad,"Faisal market, F-7/1, Islamabad",,
SOHAIL TRADERS,Islamabad,China chowk blue Area Islamabad,,
MELODY MOBILE,Islamabad,MAIN MELODY MARKET ISLAMABAD,,
Media Electronics,Islamabad,Opp Kohsar Police Station Jinnah Super Islamabad,,
Kiani PCO,Islamabad,Said Pur Village Islamabad,,
Rawal Traders,Islamabad,Opposite Denty Resturant ; F-8 Markaz; Islamabad,,
Nisar PCO & Mobile Shop,Islamabad,"NA, Al-Abbas Plaza block no 12- I Flat no 5, G-8Markaz, Islamabad, NA Islamabad, Islamabad G.P.O.",,
Star communication,Islamabad,"Main sitara market, Islamabad",,
RAJA MUKHTAR G/S,Islamabad,Noor Pur Shahan Barri Imam; Islamabad,,
SALMAN CS,Quetta,MUSA COLONY SARYAB ROAD QUETTA,,
Sana Mobile Center,Nushki,"NA, Killi Panjpai, Quetta, NA Quetta, Quetta G.P.O.",,
Momin PCO,Chaman,"1, Boghra Road, Quetta, N/A Quetta, Quetta G.P.O.",,
RIAZ MOBAIL CENTER,Nushki,"na, CHAGI STOP NUSHKI, Nushki, na Nushki, Quetta G.P.O.",,
Bukhari Pco...,Dera Murad Jamali,Main Quetta Road Dera Murad Jamali,,
HAYE COMMUNICATION,Nasirabad,Main Highway Quetta Road Dera Murad Jamali,,
PCO,Dera Murad Jamali,MAIN QUETTA RAOD D M JAMALI,,
Habib PCO,Dera Murad Jamali,"na, Haji Khan Plaza Munsafi Road Quetta, Quetta, na Quetta, Quetta G.P.O.",,
Sajjad PCO,Quetta,"1, Alamdar raod, Quetta, N/A Quetta, Quetta G.P.O.",,
AZAD MEDICAL STORE,Dera Murad Jamali,"NA, AZAD MEDICAL STORE FATIMA JINNAH ROAD QUETTA, Quetta, NA Quetta, Quetta G.P.O.",,
BUBLEY GENERAL STORE,Quetta,"na, MUHAMMAD SHAH TOWN QUMBRANI ROAD QUETTA, Quetta, na Quetta, Quetta G.P.O.",,
super hit customer service,Quetta,dry fruit market quetta,,
Chaman Shopping Center,Pashin,"1, Janan Market Band Road Pishin, Quetta, N/A Quetta, Quetta G.P.O.",,
Awami Cs,Quetta,Air Poart Road Quetta,,
AL JAZERA MOBILE,Quetta,CHORMAL ROAD QUETTA,,
Zubair Mobile,Quetta,Saryab Road Quetta,,
Saffar Mobile,Quetta,Noor Zai Chowk Pashtoon Bagh Quetta,,
UMEED CUSTOMER SERVICES,Quetta,KHUMANI ROAD HAZARA TOWN QUETTA,,
Fazil Cs,Quetta,Chaman Phatak Quetta,,
TELE SHOP,Quetta,EME CENTER QUETTA CANTT,,
Raja Waseem Communication -*-,Jafarabad,Main Quetta Raod sohbat pur chowk dera allah dera,,
ALI COMMUNICATON,Dera Murad Jamali,Near Right way Restaurant Main Quetta Road Dera Murad Jamali,,
Alsami Communication,Jafarabad,Main Quetta Raod T chouk Dera Allah Yar,,
All Waris Store,Jafarabad,Arbab Town Sumungli road Quetta,,
Shah Zaib C/S,Dera Murad Jamali,Kechi Baig Saryab Road Quetta,,
unique mobile,Jafarabad,Faiz mohammad road liaqat bazar quetta,,
All Habib CS,Quetta,Air port Road Quetta,,
Changaiz Pco,Quetta,"Alamdar road, Quetta, N/A Quetta, Quetta G.P.O.",,
Noshkal PCO,Quetta,Barma Hotal Sayyab Road Quetta,,
Shahzd C/S,Quetta,Saryab Road Quetta,,
Karachi Pco,Quetta,Prince Road Quetta,,
Balochistan Pco,Quetta,Prince Road Quetta,,
Farhan Customer Service Center,Nushki,"NA, Killi Panjahi, Nushki, NA Quetta, Quetta G.P.O.",,
Shakir Maqbool G/S,Panjgur,"1, Bonstan Panjgoor, Quetta, N/A Quetta, Quetta G.P.O.",,
Hafiz C/S,Quetta,Zarghoon Road quetta,,
Nazir Cs,Quetta,Ispani Road Quetta,,
Asia Communication,Panjgur,"1, Airport road Quetta, Quetta, N/A Quetta, Quetta G.P.O.",,
Punjab Watch,Quetta,"1, Chiltan Market Quetta cantt, Quetta, N/A Quetta, Quetta G.P.O.",,
Bilal C/S,Quetta,Kashmir Abad Qambrani Road Quetta,,
Jalil Cs,Quetta,Barori Road Quetta,,
Azhar Mobile,Khucklak,"1, Killi Khan Ahmed Jan Kuchlaq, Quetta, N/A Quetta, Quetta G.P.O.",,
SIDIQIA CUSTOMER,Quetta,JAN MOHAMMED ROAD QUETTA,,
Mashallah C/S,Quetta,Karachi Sop Saryab road Quetta,,
Quetta pco,Quetta,jinnah road,,
Ahmeed Sta,Quetta,Chaman Phatak Quetta,,
New Maheek Mobile,Chaman,"1, Tajj Road, Quetta, N/A Quetta, Quetta G.P.O.",,
bebarg pco,Quetta,spini road quetta,,
Taj mobile,Quetta,prince road Quetta,,
Sami Customer Service,Khucklak,"na, Badini Adda Near Post Office Main Road Kuchlak, Quetta, na Quetta, Quetta G.P.O.",,
Wahadat CS,Quetta,Barowry Road Quetta,,
BHATTI KARYANA STORE AND MOBILE SHOP,Bahawalpur,CITY HOTAL CHOK BAHAWALPUR,,
CHINA MOB,Bahawalpur,GIRI GANJ BAZAR BAHAWALPUR,,
UMER MEDICAL STORE,Bahawalpur,JALWANA CHOWK BAHAWALPUR,,
Talha PCO,Bahawalpur,"Takbeer Chowk, Shahdra, Bahawalpur",,
ASLAM PCO 123,Bahawalpur,PHATTAY WALI GALI;BAHAWALPUR,,
Chuhdery Depsrtmental store,Shujjabad,"1, Railway chok shujjabad, Bahawalpur, 1 Bahawalpur, Bahawalpur",,
ALI AUTOS,Chak # 334 Wb,CHOWK MAITLA BAHAWALPUR ROAD,,
JAVAID KARYANA STORE,Bahawalpur,MELEY WALI GALI BAHAWALPUR,,
Hafiz Mobile,Dunya Pur,"Chah Gul Pur Dunyapur, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
Miran Mobile,Dunya Pur,"Qutab Pur Dunyapur, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
TOUSEEF MOB,Bahawalpur,GIRI GANJ BAZAR BAHAWALPUR,,
ZAFAR MOBILE,Bahawalpur,GENERAL BUS STAND KHABAR MARKET BAHAWALPUR,,
IMAN PCO,Khanewal,CHOWK MAITLA BAHAWALPUR ROAD KHANEWAL,,
A.S MOBILE,Shujjabad,"USMAN PLAZA JALALPUR ROAD , Bahawalpur, N/A Bahawalpur, Bahawalpur",,
Nadra E SAHULAT,Jetha Butha,"JETHA BUTHA, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
Bissmillah Photo state,Chowk Zahir Peer,"1, Chachran Road Zahir Peer, Bahawalpur, 1 Bahawalpur, Bahawalpur",,
Sial Pco,Khan Bela,"1, Liaqat Pur Road Khan Bela, Bahawalpur, 1 Bahawalpur, Bahawalpur",,
khushi K/S,Dunya Pur,"dunyan pur, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
Tanveer Mobile Shop,Multan,Bahawalpur Bypass,,
786 Custmer care,Bahawalpur,Laibrary chowk bahawalpur,,
Galaxy cold corner,Bahawalpur,chowk fowara bahawalpur,,
Al makka tuc shop,Bahawalpur,Railway station bahawalpur,,
QUDOSI PCO 1,Bahawalpur,OPP MELEY WALI GALI BAHAWALPUR,,
ADNAN JUICE CORNER,Bahawalpur,OPP MELEY WALI GALI BAHAWALPUR,,
Space pco,Bahawalpur,BAND ROAD;BAHAWALPUR,,
Kashif Karyana & General Store,Bahawalpur,"Model Town C, Chowk, Bahawalpur",,
USMAN G/S*,Bahawalpur,UNDER JAMEH MASJID;BAHAWALPUR,,
Usama Mobile and Genral Store,Bahawalpur,Labana Chowk Bahawalpur,,
BHATTI SUPER STORE,Bahawalpur,COMMERCAL AREA BAHAWALPUR,,
City Mobiles,Bahawalpur,"Lari Adda, Bahawalpur",,
ABDUL BASIT MOBILE,Khairpur,MAIN BAHAWALPUR ROAD KPT,,
Faizan Mobile,Bahawalpur,Main Chowk Shahdra Bahawalpur,,
Malik Mobile :::,Bahawalpur,CHEEMA TOWN CHOWK;BAHAWALPUR,,
Subhan Allah Mobile Shop,Bahawalpur,"Bhatta # 1, Ahmad Pur Road, Bahawalpur",,
Liaqat Mobiles,Khairpur,Lari Adda Bahawalpur,,
ETIHAD PCO,Shujjabad,"1, Opp usman plaza shujjabad, Bahawalpur, 1 Bahawalpur, Bahawalpur",,
786 DRINK CORNER,Shujjabad,"1, MULTAN ROAD, Bahawalpur, 1 Bahawalpur, Bahawalpur",,
Missan Mobiles,Bahawalpur,"Saraiki Chowk, Bahawalpur",,
Al Makka Mobile,Bahawalpur,Cheema town Chowk bahawalpur,,
Subhan Mobiles,Bahawalpur,"Old Sabzi Mandi Road, Bahawalpur",,
ATIF COMPUTER,Bahawalpur,TIBBA BADAR SHER BAHAWALPUR,,
Fuji Mobile,Gaillywall,"Main bazar Gaillywall, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
IMRAN MOBILE,Basti Laber,"BASTI LABER, Bahawalpur, N/A Bahawalpur, Bahawalpur",,
